x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-947.7998E-06,-8.6557753E-03,+2.5753789E-03,-147.6733945E-03,+29.8932120E-03
-947.6498E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-947.4998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-947.3498E-06,-15.6909511E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-947.1998E-06,-10.1633130E-03,-5.4648221E-03,-180.3367108E-03,+28.1344181E-03
-947.0498E-06,-15.6909511E-03,-5.4648221E-03,-152.6985201E-03,+27.8831618E-03
-946.8998E-06,-10.1633130E-03,-5.4648221E-03,-180.3367108E-03,+29.5163276E-03
-946.7498E-06,-8.6557753E-03,-5.4648221E-03,-152.6985201E-03,+29.8932120E-03
-946.5998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-946.4497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-946.2997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+27.8831618E-03
-946.1497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-945.9997E-06,-8.6557753E-03,-5.4648221E-03,-180.3367108E-03,+28.1344181E-03
-945.8497E-06,-8.6557753E-03,-5.4648221E-03,-152.6985201E-03,+27.8831618E-03
-945.6997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-945.5497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-945.3997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-945.2497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-945.0997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-944.9497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-944.7997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+27.8831618E-03
-944.6497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-944.4997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-944.3497E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-944.1997E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-944.0497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-943.8997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-943.7497E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+27.8831618E-03
-943.5997E-06,-8.6557753E-03,+2.5753789E-03,-147.6733945E-03,+29.5163276E-03
-943.4497E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+28.1344181E-03
-943.2997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-943.1497E-06,-8.6557753E-03,-5.4648221E-03,-180.3367108E-03,+29.8932120E-03
-942.9997E-06,-8.6557753E-03,-5.4648221E-03,-152.6985201E-03,+29.8932120E-03
-942.8497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-942.6997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-942.5497E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-942.3997E-06,-15.6909511E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-942.2497E-06,-10.1633130E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-942.0997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-941.9497E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-941.7997E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-941.6497E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-941.4997E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-941.3497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-941.1997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-941.0497E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+27.8831618E-03
