frequency,-17.7010014E-03_magnitude,-13.5050230E-03_magnitude,-147.6733945E-03_magnitude,+29.8932120E-03_magnitude
955.0038200152568,29.758092054013357,26.670539121129504,150.598114393589,10.908006095120218
960.0038400153367,42.07195233311709,27.19039110430038,103.7312655337386,5.719701235193299
965.0038600154165,49.04962426452211,31.123662890163175,128.66740526122905,14.194229936693075
970.0038800154964,54.06287515007532,30.62997854190563,169.17649201764604,17.78839034311891
975.0039000155763,58.832248877323906,26.468442234734216,158.47298416161914,12.823994679409177
980.0039200156561,60.42822649116848,24.922448652636344,108.53552304610919,5.790079105559229
985.003940015736,56.96160182237582,28.142389431827812,106.15030637263591,13.015937231416148
990.0039600158159,52.683047225617784,31.50374555852529,151.35827437950937,17.72148699475317
995.0039800158958,53.344540476166706,33.1980682735758,156.6539098271618,14.004404553598794
1000.0040000159756,55.66052201201604,34.56870624431219,110.17104337400235,6.034645776160418
1005.0040200160556,53.06873839418029,35.46516162878239,79.82018222344692,11.061938182972433
1010.0040400161355,48.28333860315617,34.0328228069961,126.04451623170608,16.58810372343887
1015.0040600162154,51.95963183451185,30.62235852558806,152.56190058502025,14.212277944259435
1020.0040800162952,62.33906418715335,28.790946711909946,129.40457224592043,6.154259756286341
1025.004100016375,67.30004659738486,30.054871620509815,100.0616338576033,8.328921294812723
1030.0041200164549,63.45538441630646,31.391892535269395,130.01502076291965,14.256977570715861
1035.0041400165348,60.17481665983091,31.8960364314912,164.70536827516472,13.073656518639758
1040.0041600166146,67.08927778518247,34.80191399226601,156.44034229728877,5.606844384197398
1045.0041800166946,76.64944319205998,41.0117733011649,119.50680421173841,5.483824624989724
1050.0042000167746,78.87146725136729,47.01448153906349,118.51608343793247,11.6763340106011
